hour,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
17,3,0,1,1,33.62,36.365,34,12.998,897
18,3,0,1,1,32.8,35.605,36,0,832
19,3,0,1,1,31.16,34.09,40,7.0015,677
20,3,0,1,1,31.16,34.09,40,6.0032,514
21,3,0,1,1,30.34,33.335,48,12.998,356
22,3,0,1,1,29.52,33.335,51,11.0014,254
23,3,0,1,1,28.7,32.575,54,7.0015,226
0,3,0,1,1,27.88,12.12,57,11.0014,88
1,3,0,1,1,27.06,12.12,65,7.0015,54
2,3,0,1,1,27.06,12.12,61,8.9981,19
3,3,0,1,1,26.24,12.12,65,7.0015,6
4,3,0,1,1,26.24,12.12,73,11.0014,9
5,3,0,1,1,26.24,12.12,73,7.0015,36
6,3,0,1,1,25.42,12.12,78,8.9981,157
7,3,0,1,1,26.24,12.12,73,7.0015,379
8,3,0,1,1,27.88,12.12,65,8.9981,668
9,3,0,1,1,28.7,12.12,58,7.0015,378
10,3,0,1,1,30.34,12.12,55,11.0014,231
11,3,0,1,1,31.16,12.12,52,19.0012,303
12,3,0,1,1,33.62,12.12,41,15.0013,365
13,3,0,1,1,34.44,12.12,36,26.0027,357
14,3,0,1,1,35.26,12.12,34,27.9993,328
15,3,0,1,1,35.26,12.12,30,31.0009,383
16,3,0,1,2,34.44,12.12,32,30.0026,488
17,3,0,1,1,33.62,12.12,36,22.0028,791
18,3,0,1,2,33.62,12.12,38,16.9979,669
19,3,0,1,2,30.34,12.12,55,26.0027,491
20,3,0,1,2,29.52,12.12,58,15.0013,359
21,3,0,1,2,27.88,12.12,69,19.9995,255
22,3,0,1,3,27.06,12.12,83,12.998,213
23,3,0,1,3,26.24,12.12,83,15.0013,121
0,3,0,0,2,26.24,28.79,83,15.0013,105
1,3,0,0,3,25.42,27.275,94,11.0014,92
2,3,0,0,3,25.42,28.03,88,11.0014,43
3,3,0,0,1,25.42,28.03,88,12.998,30
4,3,0,0,1,25.42,29.545,73,15.0013,13
5,3,0,0,1,24.6,28.79,78,16.9979,9
6,3,0,0,1,24.6,28.03,83,15.0013,27
7,3,0,0,1,24.6,28.03,83,15.0013,64
8,3,0,0,1,26.24,30.305,69,16.9979,189
9,3,0,0,1,27.06,31.06,65,19.0012,292
10,3,0,0,1,28.7,32.575,54,11.0014,480
11,3,0,0,1,29.52,33.335,51,0,536
12,3,0,0,1,31.16,33.335,37,12.998,654
13,3,0,0,1,30.34,32.575,40,12.998,644
14,3,0,0,1,31.16,33.335,37,19.0012,598
15,3,0,0,1,31.16,33.335,37,15.0013,596
16,3,0,0,1,31.16,33.335,37,16.9979,641
17,3,0,0,1,31.16,33.335,37,15.0013,635
18,3,0,0,1,30.34,32.575,37,11.0014,554
19,3,0,0,1,28.7,31.82,45,11.0014,488
20,3,0,0,1,28.7,31.82,45,7.0015,341
21,3,0,0,1,27.06,31.06,61,0,338
22,3,0,0,1,27.06,31.06,61,0,261
23,3,0,0,1,26.24,30.305,65,6.0032,235
0,3,0,0,1,27.06,31.06,57,6.0032,187
1,3,0,0,1,26.24,30.305,65,0,131
2,3,0,0,2,25.42,30.305,69,6.0032,119
3,3,0,0,2,25.42,30.305,61,11.0014,55
4,3,0,0,2,25.42,30.305,65,11.0014,26
5,3,0,0,2,24.6,29.545,73,8.9981,11
6,3,0,0,2,25.42,30.305,69,7.0015,20
7,3,0,0,2,25.42,30.305,69,8.9981,41
8,3,0,0,2,26.24,30.305,69,7.0015,124
9,3,0,0,2,27.06,31.06,74,0,270
10,3,0,0,2,27.88,31.82,69,0,425
11,3,0,0,3,26.24,29.545,78,11.0014,272
12,3,0,0,3,26.24,30.305,73,0,298
13,3,0,0,3,26.24,28.79,83,8.9981,162
14,3,0,0,3,26.24,30.305,73,0,149
15,3,0,0,2,26.24,30.305,65,0,276
16,3,0,0,2,27.06,31.06,65,0,356
17,3,0,0,2,26.24,29.545,78,7.0015,343
18,3,0,0,2,26.24,29.545,78,7.0015,377
19,3,0,0,2,26.24,30.305,73,8.9981,341
20,3,0,0,2,26.24,30.305,73,12.998,274
21,3,0,0,3,25.42,29.545,78,6.0032,190
22,3,0,0,2,25.42,29.545,78,11.0014,56
23,3,0,0,2,25.42,29.545,73,0,46
0,3,0,0,1,30.34,34.09,62,7.0015,168
1,3,0,0,1,29.52,34.85,74,8.9981,79
2,3,0,0,1,28.7,32.575,70,11.0014,69
3,3,0,0,1,28.7,32.575,70,7.0015,35
4,3,0,0,1,28.7,32.575,70,0,12
5,3,0,0,1,27.88,31.82,79,0,22
6,3,0,0,1,27.88,31.82,79,0,36
7,3,0,0,2,30.34,34.09,58,8.9981,66
8,3,0,0,2,31.16,35.605,58,16.9979,162
9,3,0,0,2,31.16,35.605,58,12.998,237
10,3,0,0,2,31.98,36.365,55,12.998,417
11,3,0,0,2,32.8,37.88,55,15.0013,492
12,3,0,0,2,32.8,37.88,55,11.0014,471
13,3,0,0,2,33.62,38.635,52,6.0032,504
14,3,0,0,2,35.26,39.395,44,11.0014,514
15,3,0,0,2,35.26,39.395,44,19.0012,563
16,3,0,0,2,34.44,39.395,49,11.0014,462
17,3,0,0,2,33.62,38.635,52,0,463
18,3,0,0,2,33.62,38.635,52,0,442
19,3,0,0,3,31.98,37.12,62,0,392
20,3,0,0,3,31.16,36.365,67,16.9979,207
21,3,0,0,3,26.24,28.79,89,0,104
22,3,0,0,2,27.06,29.545,89,0,78
23,3,0,0,1,27.06,29.545,89,6.0032,145
0,3,0,0,2,27.06,29.545,89,6.0032,99
1,3,0,0,1,27.06,29.545,89,0,73
2,3,0,0,1,27.06,29.545,89,0,84
3,3,0,0,1,27.06,29.545,89,6.0032,42
4,3,0,0,1,27.06,29.545,89,0,22
5,3,0,0,1,27.06,29.545,89,0,12
6,3,0,0,2,27.06,29.545,89,0,15
7,3,0,0,1,27.06,29.545,94,6.0032,42
8,3,0,0,1,27.88,31.82,89,6.0032,129
9,3,0,0,2,28.7,33.335,84,0,232
10,3,0,0,2,29.52,34.85,79,0,388
11,3,0,0,2,30.34,34.85,70,0,489
12,3,0,0,3,30.34,34.85,70,0,545
13,3,0,0,3,29.52,34.85,74,6.0032,493
14,3,0,0,3,29.52,34.85,79,6.0032,457
15,3,0,0,3,30.34,35.605,74,8.9981,355
16,3,0,0,1,30.34,34.85,70,0,474
17,3,0,0,1,31.16,36.365,66,6.0032,503
18,3,0,0,1,30.34,35.605,74,0,500
19,3,0,0,2,28.7,33.335,84,15.0013,292
20,3,0,0,2,28.7,33.335,84,11.0014,104
21,3,0,0,1,28.7,32.575,70,11.0014,171
22,3,0,0,3,27.88,31.82,83,8.9981,166
23,3,0,0,3,27.06,29.545,89,6.0032,123
0,3,1,0,2,27.06,29.545,94,0,104
1,3,1,0,2,27.88,31.82,89,11.0014,55
2,3,1,0,1,27.06,29.545,89,7.0015,40
3,3,1,0,1,27.06,29.545,89,8.9981,28
4,3,1,0,1,27.06,29.545,89,6.0032,11
5,3,1,0,1,27.06,29.545,89,0,4
6,3,1,0,1,27.06,29.545,94,0,15
7,3,1,0,1,27.88,31.82,85,0,43
8,3,1,0,2,28.7,33.335,84,7.0015,127
9,3,1,0,2,28.7,33.335,84,8.9981,229
10,3,1,0,2,30.34,35.605,74,15.0013,359
11,3,1,0,2,30.34,34.85,70,19.0012,459
12,3,1,0,2,31.16,35.605,62,19.9995,543
13,3,1,0,2,31.16,36.365,66,16.9979,566
14,3,1,0,1,30.34,34.85,70,19.9995,512
15,3,1,0,1,30.34,34.85,70,15.0013,449
16,3,1,0,1,30.34,34.85,70,15.0013,500
17,3,1,0,1,30.34,34.85,70,8.9981,498
18,3,1,0,1,30.34,34.85,66,11.0014,482
19,3,1,0,1,29.52,34.85,74,12.998,374
20,3,1,0,1,29.52,34.09,76,7.0015,261
21,3,1,0,1,29.52,34.09,76,7.0015,184
22,3,1,0,2,28.7,33.335,84,8.9981,121
23,3,1,0,2,28.7,33.335,84,16.9979,70
0,3,0,1,2,28.7,33.335,84,16.9979,29
1,3,0,1,1,27.88,31.82,82,8.9981,24
2,3,0,1,1,27.88,31.82,82,8.9981,5
3,3,0,1,2,27.06,29.545,89,6.0032,10
4,3,0,1,2,27.06,29.545,89,0,8
5,3,0,1,2,27.06,29.545,89,0,38
6,3,0,1,2,27.88,31.82,89,7.0015,172
7,3,0,1,2,27.88,31.82,89,7.0015,493
8,3,0,1,1,28.7,33.335,84,11.0014,632
9,3,0,1,2,29.52,34.85,79,15.0013,323
10,3,0,1,2,29.52,34.85,74,16.9979,172
11,3,0,1,2,30.34,34.85,70,19.0012,198
12,3,0,1,1,31.16,36.365,70,19.0012,287
13,3,0,1,1,32.8,37.88,55,30.0026,275
14,3,0,1,1,32.8,37.88,55,27.9993,274
15,3,0,1,1,32.8,38.635,59,31.0009,292
16,3,0,1,1,31.16,36.365,70,27.9993,458
17,3,0,1,1,31.16,36.365,70,23.9994,856
18,3,0,1,1,31.16,37.12,75,15.0013,839
19,3,0,1,1,31.16,36.365,70,15.0013,552
20,3,0,1,1,30.34,34.85,70,16.9979,385
21,3,0,1,1,30.34,35.605,74,16.9979,268
22,3,0,1,1,30.34,34.85,70,19.0012,179
23,3,0,1,1,29.52,34.85,74,19.9995,95
0,3,0,1,1,29.52,34.85,74,16.9979,37
1,3,0,1,1,28.7,33.335,84,12.998,13
2,3,0,1,1,28.7,33.335,84,12.998,9
3,3,0,1,1,28.7,33.335,79,19.0012,4
4,3,0,1,1,28.7,33.335,79,19.0012,5
5,3,0,1,2,28.7,33.335,79,19.9995,40
6,3,0,1,1,28.7,33.335,79,19.0012,210
7,3,0,1,2,28.7,33.335,79,16.9979,500
8,3,0,1,1,29.52,34.85,74,12.998,725
9,3,0,1,1,30.34,34.85,70,16.9979,290
10,3,0,1,2,31.16,36.365,70,11.0014,235
11,3,0,1,2,31.98,37.12,62,11.0014,217
12,3,0,1,1,31.98,38.635,70,7.0015,266
13,3,0,1,1,32.8,39.395,63,11.0014,234
14,3,0,1,1,33.62,39.395,56,7.0015,211
15,3,0,1,1,31.98,38.635,70,12.998,245
16,3,0,1,1,31.16,36.365,70,16.9979,430
17,3,0,1,1,31.16,36.365,66,16.9979,863
18,3,0,1,1,31.16,37.12,75,12.998,839
19,3,0,1,1,30.34,34.85,70,11.0014,662
20,3,0,1,1,29.52,35.605,84,11.0014,412
21,3,0,1,1,29.52,34.85,79,0,296
22,3,0,1,1,29.52,34.85,79,0,219
23,3,0,1,1,28.7,33.335,84,6.0032,150
0,3,0,1,2,28.7,33.335,84,6.0032,65
1,3,0,1,2,28.7,33.335,84,0,18
2,3,0,1,1,29.52,34.85,79,0,8
3,3,0,1,1,28.7,33.335,84,7.0015,9
4,3,0,1,2,28.7,33.335,84,6.0032,8
5,3,0,1,2,28.7,33.335,84,12.998,38
6,3,0,1,2,28.7,33.335,84,6.0032,200
7,3,0,1,2,28.7,33.335,84,7.0015,482
8,3,0,1,3,28.7,33.335,79,0,646
9,3,0,1,3,27.06,29.545,94,8.9981,123
10,3,0,1,3,27.06,29.545,94,8.9981,49
11,3,0,1,3,28.7,33.335,84,11.0014,62
12,3,0,1,2,29.52,34.85,79,15.0013,137
13,3,0,1,2,29.52,34.85,79,7.0015,191
14,3,0,1,1,30.34,35.605,74,6.0032,216
15,3,0,1,1,30.34,34.85,66,12.998,270
16,3,0,1,1,30.34,34.85,70,15.0013,416
17,3,0,1,1,30.34,34.85,70,16.9979,808
18,3,0,1,1,29.52,34.09,70,16.9979,835
19,3,0,1,1,27.88,31.82,74,16.9979,558
20,3,0,1,1,27.06,30.305,78,15.0013,406
21,3,0,1,1,26.24,28.79,89,11.0014,272
22,3,0,1,1,26.24,28.79,89,11.0014,217
23,3,0,1,1,26.24,28.79,89,11.0014,169
0,3,0,1,1,26.24,28.79,89,8.9981,96
1,3,0,1,1,25.42,28.03,88,7.0015,29
2,3,0,1,1,25.42,28.79,83,6.0032,11
3,3,0,1,1,25.42,28.79,83,6.0032,9
4,3,0,1,1,25.42,28.03,88,0,8
5,3,0,1,1,25.42,28.03,88,0,40
6,3,0,1,1,25.42,28.03,88,7.0015,140
7,3,0,1,1,26.24,28.79,89,7.0015,486
8,3,0,1,1,27.06,30.305,83,7.0015,719
9,3,0,1,1,28.7,33.335,79,8.9981,344
10,3,0,1,1,29.52,34.85,74,8.9981,224
11,3,0,1,1,31.16,35.605,62,8.9981,296
12,3,0,1,1,31.98,37.12,59,11.0014,323
13,3,0,1,1,32.8,38.635,59,16.9979,354
14,3,0,1,1,32.8,38.635,59,16.9979,253
15,3,0,1,1,32.8,37.88,55,16.9979,331
16,3,0,1,1,32.8,37.88,55,19.0012,470
17,3,0,1,1,31.98,37.12,59,22.0028,772
18,3,0,1,1,31.16,35.605,62,19.9995,792
19,3,0,1,1,30.34,34.09,62,19.0012,568
20,3,0,1,1,29.52,34.09,66,15.0013,391
21,3,0,1,1,28.7,33.335,74,11.0014,301
22,3,0,1,1,28.7,33.335,74,15.0013,299
23,3,0,1,1,27.06,29.545,89,16.9979,248
0,3,0,0,1,27.06,29.545,89,16.9979,150
1,3,0,0,2,27.06,29.545,89,19.0012,117
2,3,0,0,1,27.06,29.545,89,22.0028,77
3,3,0,0,2,27.06,29.545,89,15.0013,43
4,3,0,0,2,27.06,29.545,94,15.0013,11
5,3,0,0,2,27.06,29.545,94,16.9979,15
6,3,0,0,2,27.06,29.545,89,19.0012,34
7,3,0,0,1,27.06,29.545,89,19.0012,82
8,3,0,0,1,28.7,33.335,79,22.0028,230
9,3,0,0,1,28.7,33.335,74,26.0027,348
10,3,0,0,1,30.34,34.85,70,26.0027,422
11,3,0,0,1,31.16,35.605,62,30.0026,578
12,3,0,0,1,32.8,37.88,55,32.9975,694
13,3,0,0,1,33.62,38.635,52,35.0008,668
14,3,0,0,1,33.62,38.635,52,30.0026,626
15,3,0,0,3,22.96,26.515,88,16.9979,512
16,3,0,0,3,22.96,26.515,88,12.998,114
17,3,0,0,3,23.78,27.275,83,12.998,171
18,3,0,0,3,23.78,27.275,83,8.9981,167
19,3,0,0,3,23.78,27.275,88,7.0015,215
20,3,0,0,2,23.78,27.275,88,6.0032,194
21,3,0,0,2,24.6,28.03,83,11.0014,181
22,3,0,0,2,23.78,27.275,78,19.9995,194
23,3,0,0,2,23.78,27.275,73,11.0014,133
0,3,0,0,2,22.96,26.515,73,12.998,124
1,3,0,0,1,22.96,26.515,73,15.0013,124
2,3,0,0,1,22.14,25.76,77,19.0012,96
3,3,0,0,1,22.14,25.76,73,15.0013,46
4,3,0,0,1,21.32,25,77,16.9979,28
5,3,0,0,1,21.32,25,77,12.998,55
6,3,0,0,1,21.32,25,77,12.998,35
7,3,0,0,1,22.14,25.76,73,11.0014,70
8,3,0,0,1,23.78,27.275,68,15.0013,170
9,3,0,0,1,25.42,30.305,61,16.9979,299
10,3,0,0,1,26.24,31.06,57,19.9995,495
11,3,0,0,1,27.06,31.06,47,16.9979,585
12,3,0,0,1,27.06,31.06,47,0,757
13,3,0,0,1,27.88,31.82,39,0,729
14,3,0,0,1,29.52,32.575,30,19.0012,647
15,3,0,0,1,29.52,32.575,32,16.9979,696
16,3,0,0,1,27.88,31.82,36,19.0012,701
17,3,0,0,1,28.7,31.82,37,16.9979,671
18,3,0,0,1,27.06,31.06,36,16.9979,560
19,3,0,0,1,27.06,31.06,36,16.9979,496
20,3,0,0,1,25.42,31.06,41,19.0012,356
21,3,0,0,1,24.6,31.06,46,15.0013,206
22,3,0,0,1,23.78,27.275,49,16.9979,189
23,3,0,0,1,22.96,26.515,52,19.0012,92
0,3,0,1,1,22.96,26.515,52,19.0012,41
1,3,0,1,1,22.14,25.76,60,12.998,18
2,3,0,1,1,22.14,25.76,60,23.9994,17
3,3,0,1,1,21.32,25,68,19.0012,12
4,3,0,1,1,21.32,25,68,19.0012,5
5,3,0,1,1,20.5,24.24,72,16.9979,40
6,3,0,1,1,20.5,24.24,72,8.9981,180
7,3,0,1,1,21.32,25,68,15.0013,447
8,3,0,1,1,22.96,26.515,60,19.0012,730
9,3,0,1,1,24.6,31.06,53,19.9995,361
10,3,0,1,1,25.42,31.06,50,19.0012,210
11,3,0,1,1,25.42,31.06,43,19.9995,236
12,3,0,1,1,26.24,31.06,44,26.0027,332
13,3,0,1,1,26.24,31.06,38,15.0013,323
14,3,0,1,1,27.06,31.06,36,19.0012,340
15,3,0,1,1,27.06,31.06,31,26.0027,346
16,3,0,1,1,27.06,31.06,34,22.0028,488
17,3,0,1,1,27.06,31.06,34,22.0028,871
18,3,0,1,1,25.42,31.06,35,19.9995,968
19,3,0,1,1,25.42,31.06,38,19.9995,633
20,3,0,1,1,24.6,31.06,40,12.998,390
21,3,0,1,1,22.96,26.515,49,11.0014,285
22,3,0,1,1,22.14,25.76,52,8.9981,159
23,3,0,1,1,22.14,25.76,52,0,93
0,3,0,1,1,21.32,25,59,7.0015,32
1,3,0,1,1,20.5,24.24,63,0,10
2,3,0,1,1,19.68,23.485,77,11.0014,6
3,3,0,1,1,19.68,23.485,67,8.9981,8
4,3,0,1,1,19.68,23.485,72,7.0015,9
5,3,0,1,1,18.86,22.725,72,6.0032,44
6,3,0,1,1,18.86,22.725,77,7.0015,211
7,3,0,1,1,20.5,24.24,72,7.0015,596
8,3,0,1,1,22.14,25.76,68,6.0032,750
9,3,0,1,1,24.6,31.06,49,0,358
10,3,0,1,1,25.42,31.06,38,0,196
11,3,0,1,1,26.24,31.06,33,6.0032,247
12,3,0,1,1,26.24,31.06,33,0,316
13,3,0,1,1,27.06,31.06,29,6.0032,328
14,3,0,1,1,27.88,31.06,30,6.0032,255
15,3,0,1,1,28.7,31.82,28,7.0015,326
16,3,0,1,1,28.7,31.82,28,8.9981,536
17,3,0,1,1,28.7,31.82,28,0,970
18,3,0,1,1,26.24,31.06,36,11.0014,877
19,3,0,1,1,25.42,31.06,41,12.998,596
20,3,0,1,1,23.78,27.275,56,8.9981,461
21,3,0,1,1,22.96,26.515,60,7.0015,310
22,3,0,1,1,22.96,26.515,64,7.0015,216
23,3,0,1,1,22.14,25.76,68,7.0015,109
0,3,0,1,1,21.32,25,72,7.0015,49
1,3,0,1,1,21.32,25,72,7.0015,21
2,3,0,1,1,21.32,25,72,6.0032,11
3,3,0,1,1,20.5,24.24,77,6.0032,7
4,3,0,1,1,20.5,24.24,72,6.0032,5
5,3,0,1,1,20.5,24.24,72,6.0032,48
6,3,0,1,1,20.5,24.24,72,6.0032,205
7,3,0,1,1,21.32,25,72,0,557
8,3,0,1,1,22.96,26.515,64,7.0015,770
9,3,0,1,1,24.6,30.305,64,8.9981,328
10,3,0,1,1,25.42,30.305,61,8.9981,205
11,3,0,1,1,27.06,31.06,50,12.998,232
12,3,0,1,1,27.88,31.82,36,8.9981,352
13,3,0,1,1,28.7,31.82,34,8.9981,323
14,3,0,1,1,28.7,31.82,37,11.0014,278
15,3,0,1,1,29.52,32.575,37,8.9981,318
16,3,0,1,1,29.52,32.575,37,11.0014,509
17,3,0,1,1,28.7,31.82,41,19.9995,925
18,3,0,1,1,27.06,31.06,44,16.9979,977
19,3,0,1,1,26.24,31.06,50,12.998,635
20,3,0,1,1,25.42,31.06,57,8.9981,470
21,3,0,1,1,24.6,30.305,60,8.9981,306
22,3,0,1,1,22.96,26.515,64,6.0032,212
23,3,0,1,1,22.96,26.515,68,7.0015,127
0,3,0,1,1,22.96,26.515,73,6.0032,57
1,3,0,1,1,22.14,25.76,77,6.0032,28
2,3,0,1,1,22.14,25.76,77,0,9
3,3,0,1,1,21.32,25,83,0,11
4,3,0,1,1,21.32,25,83,0,6
5,3,0,1,1,21.32,25,83,0,57
6,3,0,1,1,20.5,24.24,82,0,195
7,3,0,1,1,22.14,25.76,77,0,571
8,3,0,1,1,22.96,26.515,73,0,758
9,3,0,1,1,24.6,30.305,64,6.0032,338
10,3,0,1,1,26.24,31.06,61,6.0032,212
11,3,0,1,1,27.06,31.06,50,11.0014,254
12,3,0,1,1,27.88,31.82,44,7.0015,297
13,3,0,1,1,28.7,31.82,42,0,283
14,3,0,1,1,29.52,32.575,39,8.9981,274
15,3,0,1,1,29.52,32.575,42,7.0015,352
16,3,0,1,1,29.52,32.575,39,6.0032,491
17,3,0,1,1,29.52,32.575,42,12.998,884
18,3,0,1,1,27.88,31.82,57,16.9979,852
19,3,0,1,1,26.24,30.305,65,8.9981,674
20,3,0,1,1,25.42,30.305,69,7.0015,463
21,3,0,1,1,25.42,30.305,65,7.0015,317
22,3,0,1,1,24.6,29.545,69,8.9981,251
23,3,0,1,1,23.78,27.275,73,7.0015,170
0,3,0,1,1,22.96,26.515,73,6.0032,87
1,3,0,1,1,22.96,26.515,73,6.0032,41
2,3,0,1,1,22.96,26.515,73,0,30
3,3,0,1,1,22.14,25.76,77,0,14
4,3,0,1,1,22.14,25.76,77,0,12
5,3,0,1,1,22.14,25.76,83,0,41
6,3,0,1,1,22.14,25.76,88,0,152
7,3,0,1,2,22.96,26.515,88,0,454
8,3,0,1,2,24.6,28.79,78,11.0014,766
9,3,0,1,2,25.42,29.545,78,11.0014,347
10,3,0,1,2,27.88,31.82,65,0,246
11,3,0,1,2,27.88,31.82,61,7.0015,280
12,3,0,1,2,28.7,32.575,54,12.998,409
13,3,0,1,2,28.7,32.575,54,12.998,408
14,3,0,1,2,29.52,32.575,45,11.0014,371
15,3,0,1,2,29.52,33.335,48,8.9981,367
16,3,0,1,2,29.52,33.335,51,0,563
17,3,0,1,1,29.52,33.335,51,12.998,894
18,3,0,1,1,29.52,32.575,45,15.0013,808
19,3,0,1,1,27.88,31.82,57,11.0014,579
20,3,0,1,1,27.06,31.06,61,7.0015,404
21,3,0,1,1,26.24,30.305,73,15.0013,312
22,3,0,1,1,25.42,28.79,83,12.998,229
23,3,0,1,1,25.42,29.545,78,6.0032,195
0,3,0,0,1,24.6,28.03,83,7.0015,207
1,3,0,0,1,24.6,29.545,73,0,109
2,3,0,0,1,23.78,27.275,78,7.0015,93
3,3,0,0,1,24.6,29.545,73,16.9979,37
4,3,0,0,2,24.6,29.545,69,23.9994,6
5,3,0,0,1,23.78,27.275,60,35.0008,16
6,3,0,0,1,22.14,25.76,49,27.9993,33
7,3,0,0,1,22.14,25.76,52,19.0012,73
8,3,0,0,1,22.96,26.515,49,27.9993,212
9,3,0,0,1,24.6,31.06,43,27.9993,342
10,3,0,0,1,25.42,31.06,41,26.0027,442
11,3,0,0,1,26.24,31.06,38,26.0027,627
12,3,0,0,1,27.06,31.06,36,23.9994,706
13,3,0,0,1,27.88,31.82,36,12.998,704
14,3,0,0,1,27.88,31.82,34,22.0028,715
15,3,0,0,2,27.88,31.82,34,19.0012,654
16,3,0,0,2,27.06,31.06,36,15.0013,783
17,3,0,0,2,27.06,31.06,36,16.9979,729
18,3,0,0,2,26.24,31.06,36,19.0012,614
19,3,0,0,1,25.42,31.06,41,11.0014,478
20,3,0,0,1,24.6,31.06,43,6.0032,330
21,3,0,0,1,22.96,26.515,52,7.0015,296
22,3,0,0,1,22.96,26.515,52,0,279
23,3,0,0,1,22.14,25.76,60,0,229
0,3,0,0,1,22.14,25.76,64,0,151
1,3,0,0,1,22.14,25.76,64,0,117
2,3,0,0,1,21.32,25,63,0,89
3,3,0,0,1,20.5,24.24,68,0,48
4,3,0,0,1,20.5,24.24,72,0,8
5,3,0,0,1,20.5,24.24,72,0,13
6,3,0,0,1,20.5,24.24,72,0,35
7,3,0,0,1,20.5,24.24,77,7.0015,71
8,3,0,0,1,22.14,25.76,64,11.0014,128
9,3,0,0,1,23.78,27.275,60,8.9981,296
10,3,0,0,1,25.42,31.06,50,7.0015,490
11,3,0,0,1,26.24,31.06,47,11.0014,559
12,3,0,0,1,27.06,31.06,44,11.0014,656
13,3,0,0,1,26.24,31.06,41,11.0014,694
14,3,0,0,1,27.06,31.06,39,8.9981,635
15,3,0,0,1,26.24,31.06,41,11.0014,557
16,3,0,0,1,26.24,31.06,44,11.0014,596
17,3,0,0,1,27.06,31.06,41,0,570
18,3,0,0,1,25.42,31.06,50,11.0014,481
19,3,0,0,1,25.42,31.06,50,8.9981,403
20,3,0,0,1,24.6,31.06,53,7.0015,324
21,3,0,0,1,24.6,31.06,56,7.0015,191
22,3,0,0,1,22.96,26.515,68,6.0032,127
23,3,0,0,1,22.14,25.76,68,7.0015,94
0,3,0,1,1,22.14,25.76,68,11.0014,45
1,3,0,1,1,21.32,25,72,6.0032,21
2,3,0,1,1,21.32,25,72,0,13
3,3,0,1,1,20.5,24.24,77,6.0032,7
4,3,0,1,1,20.5,24.24,77,0,11
5,3,0,1,1,19.68,23.485,82,6.0032,45
6,3,0,1,1,19.68,23.485,82,0,164
7,3,0,1,1,21.32,25,77,0,492
8,3,0,1,1,22.14,25.76,77,6.0032,683
9,3,0,1,1,23.78,27.275,68,8.9981,299
10,3,0,1,2,25.42,30.305,65,12.998,202
11,3,0,1,2,25.42,30.305,69,15.0013,252
12,3,0,1,2,25.42,30.305,69,12.998,295
13,3,0,1,1,26.24,30.305,65,16.9979,343
14,3,0,1,2,26.24,30.305,65,16.9979,332
15,3,0,1,2,26.24,30.305,65,16.9979,338
16,3,0,1,2,26.24,30.305,69,16.9979,453
17,3,0,1,2,26.24,30.305,65,15.0013,842
18,3,0,1,2,25.42,29.545,73,11.0014,774
19,3,0,1,2,25.42,29.545,73,7.0015,486
20,3,0,1,2,25.42,29.545,73,8.9981,340
21,3,0,1,3,25.42,28.79,83,15.0013,233
22,3,0,1,3,25.42,28.79,83,16.9979,129
23,3,0,1,3,24.6,25.76,94,16.9979,70
0,3,0,1,3,24.6,25.76,94,16.9979,13
1,3,0,1,3,24.6,25.76,94,12.998,5
2,3,0,1,3,24.6,25.76,94,12.998,4
3,3,0,1,2,25.42,27.275,94,19.0012,6
4,3,0,1,2,25.42,27.275,94,23.9994,7
5,3,0,1,2,26.24,28.79,89,22.0028,48
6,3,0,1,2,26.24,28.79,89,22.0028,167
7,3,0,1,2,26.24,28.79,89,30.0026,356
8,3,0,1,2,27.06,30.305,83,36.9974,672
9,3,0,1,2,27.06,30.305,83,39.0007,293
10,3,0,1,3,27.88,31.82,79,43.0006,160
11,3,0,1,2,27.88,31.82,79,43.0006,151
12,3,0,1,3,27.88,31.82,83,30.0026,88
13,3,0,1,2,28.7,33.335,74,39.0007,114
14,3,0,1,3,24.6,25.76,94,31.0009,143
15,3,0,1,3,24.6,27.275,88,16.9979,36
16,3,0,1,3,24.6,27.275,88,19.9995,141
17,3,0,1,3,24.6,27.275,88,12.998,338
18,3,0,1,2,24.6,27.275,88,11.0014,281
19,3,0,1,2,24.6,27.275,88,19.9995,324
20,3,0,1,2,24.6,27.275,88,12.998,290
21,3,0,1,2,24.6,27.275,88,12.998,207
22,3,0,1,3,23.78,27.275,83,31.0009,151
23,3,0,1,2,22.96,26.515,83,15.0013,78
0,3,0,1,2,22.96,26.515,68,19.0012,26
1,3,0,1,2,22.14,25.76,68,16.9979,12
2,3,0,1,2,22.14,25.76,64,22.0028,3
3,3,0,1,2,21.32,25,63,16.9979,5
4,3,0,1,2,21.32,25,68,23.9994,10
5,3,0,1,2,21.32,25,68,19.0012,56
6,3,0,1,1,21.32,25,63,16.9979,172
7,3,0,1,1,21.32,25,63,15.0013,545
8,3,0,1,1,21.32,25,59,15.0013,797
9,3,0,1,1,22.14,25.76,60,16.9979,362
10,3,0,1,1,22.96,26.515,52,12.998,192
11,3,0,1,1,24.6,31.06,43,16.9979,247
12,3,0,1,1,24.6,31.06,43,16.9979,313
13,3,0,1,1,24.6,31.06,40,16.9979,289
14,3,0,1,1,25.42,31.06,38,16.9979,286
15,3,0,1,1,25.42,31.06,35,0,311
16,3,0,1,1,25.42,31.06,35,0,466
17,3,0,1,1,24.6,31.06,38,15.0013,886
18,3,0,1,1,23.78,27.275,40,19.0012,892
